data_pobrania,tytul,cena,link,metraz,czynsz,pietro,pokoje,lokalizacja,rok_budowy,ogrzewanie,kaucja,stan,powierzchnia,data_aktualizacji
2026-02-07 22:26,MIESZKANIE 2 POKOJE + KUCHNIA + BALKON,2400,https://www.otodom.pl/pl/oferta/mieszkanie-2-pokoje-kuchnia-balkon-ID4zY1k,,400,2,2,"ul. Piękna, Wrocław",2011,miejskie,2000,do zamieszkania,52,2026-02-10
2026-02-07 22:26,Kawalerka do wynajęcia 29 m² Gaj Żegiestowska,2400,https://www.otodom.pl/pl/oferta/kawalerka-do-wynajecia-29-m-gaj-zegiestowska-ID4zY04,,600,2,1,"ul. Żegiestowska, Wrocław",2023,brak,2600,do zamieszkania,29,2026-02-10
2026-02-07 22:26,Cisza i Spokój | 2 pokoje 55m2 | Taras 20 m2,3150,https://www.otodom.pl/pl/oferta/cisza-i-spokoj-2-pokoje-55m2-taras-20-m2-ID4zXYO,,650,1,2,"ul. Arbuzowa, Wrocław",2020,brak,4000,do zamieszkania,55,2026-02-10
2026-02-07 22:26,Apartament przy Księcia Witolda z widokiem na rzekę,3950,https://www.otodom.pl/pl/oferta/apartament-przy-ksiecia-witolda-z-widokiem-na-rzeke-ID4znmV,,776,2,2,Wrocław,brak,brak,4500,do zamieszkania,49,2026-02-10
2026-02-07 22:27,Nowoczesne 2 pokoje w zacisznej okolicy – blisko komunikacji i sklepów,2900,https://www.otodom.pl/pl/oferta/nowoczesne-2-pokoje-w-zacisznej-okolicy-blisko-komunikacji-i-sklepow-ID4zXTm,,0,2,2,"ul. Seweryna Udzieli, Wrocław",2001,miejskie,3000,do zamieszkania,51,2026-02-10
2026-02-07 22:27,"Dwupokojowe, nowe budownictwo 38mkw, balkon! 2800 całość",2100,https://www.otodom.pl/pl/oferta/dwupokojowe-nowe-budownictwo-38mkw-balkon-2800-calosc-ID4zXTr,,550,5,5,"ul. Gorlicka, Wrocław",2005,miejskie,2300,do zamieszkania,38,2026-02-10
2026-02-07 22:27,Garaż-Nowe Centrum Południowe-Wysoki Standard-,6200,https://www.otodom.pl/pl/oferta/garaz-nowe-centrum-poludniowe-wysoki-standard-ID4zXWL,,1000,5,4,"ul. Gwiaździsta, Wrocław",2019,miejskie,7000,do zamieszkania,78,2026-02-10
2026-02-07 22:27,0 % prowizji | 3 pokoje | pierwszy wynajem | balkon | klimatyzacja,3900,https://www.otodom.pl/pl/oferta/0-prowizji-3-pokoje-pierwszy-wynajem-balkon-klimatyzacja-ID4zXWp,,800,5,3,"ul. Braniborska, Wrocław",2026,miejskie,5000,do zamieszkania,55,2026-02-10
2026-02-07 22:27,"Od zaraz, 2 pokoje, winda",2399,https://www.otodom.pl/pl/oferta/od-zaraz-2-pokoje-winda-ID4zXWP,,500,10,2,"ul. Zemska, Wrocław",1980,miejskie,3100,do zamieszkania,33,2026-02-10
2026-02-07 22:27,Stylowy apartament ★ Zieleń wokół ★ 2mp,3800,https://www.otodom.pl/pl/oferta/stylowy-apartament-zielen-wokol-2mp-ID4zXW7,,1220,1,4,"ul. Adama Jerzego Czartoryskiego, Wrocław",brak,kotłownia,0,brak,68,2026-02-10
2026-02-07 22:28,"Klimatyczne 2-pokojowe mieszkanie po remoncie – Nadodrze, ul. Jagie...",3500,https://www.otodom.pl/pl/oferta/klimatyczne-2-pokojowe-mieszkanie-po-remoncie-nadodrze-ul-jagie-ID4zXLC,,0,2,2,"ul. Kazimierza Jagiellończyka, Wrocław",brak,gazowe,4000,do zamieszkania,56,2026-02-10
2026-02-07 22:28,"Zieleń,taras,miejsce parkingowe,klimatyzacja",6200,https://www.otodom.pl/pl/oferta/zielen-taras-miejsce-parkingowe-klimatyzacja-ID4zoex,,800,2,4,"al. Śliwowa, Wrocław",2018,gazowe,12400,do zamieszkania,84.2,2026-02-10
2026-02-07 22:28,"Słoneczne, rozkładowe 3 pokoje z miejscem do parkowania, ok. Pl.Bema",2900,https://www.otodom.pl/pl/oferta/sloneczne-rozkladowe-3-pokoje-z-miejscem-do-parkowania-ok-pl-bema-ID4zXRF,,1050,3,3,"ul. Nowowiejska, Wrocław",brak,miejskie,4000,do zamieszkania,51,2026-02-10
2026-02-07 22:28,2 pokoje Balkon Garaż Klimatyzacja Krzyki,2850,https://www.otodom.pl/pl/oferta/2-pokoje-balkon-garaz-klimatyzacja-krzyki-ID4zXQG,,700,3,2,Wrocław,2021,brak,0,do zamieszkania,54,2026-02-10
2026-02-07 22:29,Jasne 2 pokoje z tarasem | Apartamenty Dąbie,5800,https://www.otodom.pl/pl/oferta/jasne-2-pokoje-z-tarasem-apartamenty-dabie-ID4ofzq,,1400,1,2,"ul. Rzeźbiarska, Wrocław",2012,miejskie,7500,do zamieszkania,75,2026-02-10
2026-02-07 22:29,Nowoczesna kawalerka Ślężna 128 bez prowizji,2450,https://www.otodom.pl/pl/oferta/nowoczesna-kawalerka-slezna-128-bez-prowizji-ID4zDEP,,400,5,1,"ul. Ślężna, Wrocław",2024,brak,3000,brak,24,2026-02-10
2026-02-07 22:29,Angel City- siłownia- miejsce postojowe- ochrona,3400,https://www.otodom.pl/pl/oferta/angel-city-silownia-miejsce-postojowe-ochrona-ID4zF4O,,800,4,2,"ul. Walońska, Wrocław",brak,miejskie,brak,do zamieszkania,45.7,2026-02-10
2026-02-07 22:29,Pierwszy najem - centrum - Kurkowa - dwupoziomowe - wysokie 5m,4000,https://www.otodom.pl/pl/oferta/pierwszy-najem-centrum-kurkowa-dwupoziomowe-wysokie-5m-ID4zXIK,,560,0,2,"ul. Kurkowa, Wrocław",2024,miejskie,5000,do zamieszkania,62.33,2026-02-10
2026-02-07 22:30,"Biskupin, wysoki standard, dwupokojowe, dwa balkony",2650,https://www.otodom.pl/pl/oferta/biskupin-wysoki-standard-dwupokojowe-dwa-balkony-ID4zXIz,,800,3,2,"ul. Marcellego Bacciarellego, Wrocław",2002,miejskie,3000,do zamieszkania,50,2026-02-10
2026-02-07 22:30,nowe - Białowieska 45B/34 - bez prowizji,3499,https://www.otodom.pl/pl/oferta/nowe-bialowieska-45b-34-bez-prowizji-ID4zXHg,,467,5,3,"ul. Popowicka, Wrocław",2025,miejskie,brak,do zamieszkania,49.07,2026-02-10
2026-02-07 22:30,REZERWACJA_Bezpośrednio_od marca_duża kawalerka z balkonem_komórka,2100,https://www.otodom.pl/pl/oferta/rezerwacja-bezposrednio-od-marca-duza-kawalerka-z-balkonem-komorka-ID4v0ez,,330,1,2,"ul. Odrodzenia, Brzeg Dolny",2022,gazowe,3000,do zamieszkania,42,2026-02-10
2026-02-07 22:31,Wyremontowane  2-pokojowe mieszkanie we Wrocławiu,2600,https://www.otodom.pl/pl/oferta/wyremontowane-2-pokojowe-mieszkanie-we-wroclawiu-ID4zXE0,,700,5,2,"ul. Stalowa, Wrocław",1967,miejskie,5000,do zamieszkania,40,2026-02-10
2026-02-07 22:31,Mieszkanie 3pok 54m2 +oddzielna kuchnia,3500,https://www.otodom.pl/pl/oferta/mieszkanie-3pok-54m2-oddzielna-kuchnia-ID4sHOZ,,950,8,3,"ul. Na Ostatnim Groszu, Wrocław",brak,miejskie,5000,do zamieszkania,54,2026-02-10
2026-02-07 22:31,klima - balkon - bulw. Dedala,3700,https://www.otodom.pl/hpr/pl/oferta/klima-balkon-bulw-dedala-ID4sgBE,,1000,2,3,Wrocław,2014,miejskie,4700,do zamieszkania,70,2026-02-10
2026-02-07 22:32,Wietrzna/2pok/wyposażenie/balkon/od zaraz,2500,https://www.otodom.pl/pl/oferta/wietrzna-2pok-wyposazenie-balkon-od-zaraz-ID4zRqC,,700,2,2,Wrocław,2000,miejskie,brak,do zamieszkania,40,2026-02-10
2026-02-07 22:32,Ogródek| parking| klimatyzacja,3000,https://www.otodom.pl/pl/oferta/ogrodek-parking-klimatyzacja-ID4zRvQ,,700,0,2,"ul. Rybnicka, Wrocław",brak,brak,0,do zamieszkania,47,2026-02-10
2026-02-07 22:32,"Mieszkanie, 48 m², Wrocław",2700,https://www.otodom.pl/pl/oferta/mieszkanie-48-m-wroclaw-ID4zXCt,,0,8,3,Wrocław,brak,brak,brak,do zamieszkania,48,2026-02-10
2026-02-07 22:32,BOREK 42m2 BEZPOŚREDNIO wysoki standard,3200,https://www.otodom.pl/pl/oferta/borek-42m2-bezposrednio-wysoki-standard-ID4k20N,,500,2,2,"ul. Jastrzębia, Wrocław",1910,miejskie,6000,do zamieszkania,42,2026-02-10
2026-02-07 22:32,"Mieszkanie, 60 m², Wrocław",6500,https://www.otodom.pl/pl/oferta/mieszkanie-60-m-wroclaw-ID4zwis,,1000,2,3,"ul. Księcia Witolda, Wrocław",2019,miejskie,7500,do zamieszkania,60,2026-02-10
2026-02-07 22:33,Cztery komfortowe pokoje na Partynicach! Parking!,3500,https://www.otodom.pl/pl/oferta/cztery-komfortowe-pokoje-na-partynicach-parking-ID4wdvF,,0,3,4,Wrocław,2005,brak,0,do zamieszkania,70,2026-02-10
2026-02-07 22:33,Dwa Pokoje mieszkanie/Legnicka/Braniborska/centrum,3150,https://www.otodom.pl/pl/oferta/dwa-pokoje-mieszkanie-legnicka-braniborska-centrum-ID4o0cU,,550,8,2,"ul. Braniborska, Wrocław",2022,miejskie,4000,do zamieszkania,40,2026-02-10
2026-02-07 22:33,Cztery pokoje w Ogrodach Hallera,11000,https://www.otodom.pl/pl/oferta/cztery-pokoje-w-ogrodach-hallera-ID4zXyl,,2000,0,4,"al. gen. Józefa Hallera, Wrocław",2012,brak,brak,brak,118,2026-02-10
2026-02-07 22:33,Stylowe 2-pokojowe mieszkanie + garaż + box | Jesionowa / Tarnogaj,3250,https://www.otodom.pl/pl/oferta/stylowe-2-pokojowe-mieszkanie-garaz-box-jesionowa-tarnogaj-ID4zXyf,,800,6,2,"ul. Jesionowa, Wrocław",2017,miejskie,3250,do zamieszkania,47,2026-02-10
2026-02-07 22:34,okolice ul. Murowanej NOWE2022/BALKON/OD ZARAZ!,2550,https://www.otodom.pl/pl/oferta/okolice-ul-murowanej-nowe2022-balkon-od-zaraz-ID4zXwz,,0,2,2,Wrocław,2022,miejskie,2550,do zamieszkania,38.5,2026-02-10
2026-02-07 22:34,Do wynajecia mieszkanie 2 pokojowe na Plantach RacławickichWrocław,3600,https://www.otodom.pl/pl/oferta/do-wynajecia-mieszkanie-2-pokojowe-na-plantach-raclawickichwroclaw-ID4zajr,,750,4,2,"ul. Racławicka, Wrocław",2025,miejskie,6000,do zamieszkania,49,2026-02-10
2026-02-07 22:34,Pierwszy najem | Super lokalizacja | Kępa M.,2600,https://www.otodom.pl/pl/oferta/pierwszy-najem-super-lokalizacja-kepa-m-ID4zXxa,,700,1,2,"wyspa Kępa Mieszczańska, Wrocław",2019,miejskie,4000,do zamieszkania,34.49,2026-02-10
2026-02-07 22:34,Kawalerka Nadodrze tez na krotko Single room flat short term also,2000,https://www.otodom.pl/pl/oferta/kawalerka-nadodrze-tez-na-krotko-single-room-flat-short-term-also-ID4zXv5,,750,1,1,"ul. Kazimierza Jagiellończyka, Wrocław",1930,miejskie,2000,do zamieszkania,39,2026-02-10
2026-02-07 22:34,kawalerka ul. Żegiestowska,2400,https://www.otodom.pl/pl/oferta/kawalerka-ul-zegiestowska-ID4zXxn,,600,2,1,"ul. Żegiestowska, Wrocław",2023,miejskie,2400,do zamieszkania,29,2026-02-10
2026-02-07 22:35,"gotowe,duży ogród,szafy,wanna,garaż podziemny,",2700,https://www.otodom.pl/pl/oferta/gotowe-duzy-ogrod-szafy-wanna-garaz-podziemny-ID4zXtx,,730,0,2,"Stanisława Drabika, Wrocław",2024,brak,0,brak,42.58,2026-02-10
2026-02-07 22:35,Dwupokojowe mieszkanie w centrum Wrocławia - pierwszy najem,3000,https://www.otodom.pl/pl/oferta/dwupokojowe-mieszkanie-w-centrum-wroclawia-pierwszy-najem-ID4zOUh,,500,2,2,"pl. Westerplatte, Wrocław",brak,gazowe,3500,do zamieszkania,45,2026-02-10
2026-02-07 22:35,"Przestronne, dwupoziomowe mieszkanie | Gaj",4000,https://www.otodom.pl/pl/oferta/przestronne-dwupoziomowe-mieszkanie-gaj-ID4zXs5,,900,3,4,"ul. Kłodzka, Wrocław",brak,kotłownia,6000,do zamieszkania,80,2026-02-10
2026-02-07 22:35,Wynajmę mieszkanie 2 pokojowe o wysokim standardzie,3100,https://www.otodom.pl/pl/oferta/wynajme-mieszkanie-2-pokojowe-o-wysokim-standardzie-ID4zXrQ,,600,0,2,Wrocław,2022,brak,4500,do zamieszkania,40,2026-02-10
2026-02-07 22:35,Mieszkanie 2 pokoje z dużym tarasem 15min do Rynku,2300,https://www.otodom.pl/pl/oferta/mieszkanie-2-pokoje-z-duzym-tarasem-15min-do-rynku-ID4zXrf,,650,4,2,Wrocław,2017,miejskie,brak,do zamieszkania,34.08,2026-02-10
2026-02-07 22:36,"Mieszkanie z tarasem, sauną i jacuzzi Sky Tower",11000,https://www.otodom.pl/pl/oferta/mieszkanie-z-tarasem-sauna-i-jacuzzi-sky-tower-ID4zXqC,,3000,10,3,"ul. Szczęśliwa, Wrocław",brak,inne,brak,do zamieszkania,120,2026-02-10
2026-02-07 22:36,Mieszkanie 2 pok z balkonem / Gaj / od zaraz,3000,https://www.otodom.pl/pl/oferta/mieszkanie-2-pok-z-balkonem-gaj-od-zaraz-ID4zLsZ,,700,4,2,"ul. Strońska, Wrocław",2004,miejskie,4000,do zamieszkania,40,2026-02-10
2026-02-07 22:36,PL | UA | RU | 2 pokoje | Balkon | Oddzielna kuchnia | od zaraz,3100,https://www.otodom.pl/pl/oferta/pl-ua-ru-2-pokoje-balkon-oddzielna-kuchnia-od-zaraz-ID4zXqb,,640,4,2,"ul. Piękna, Wrocław",brak,miejskie,3100,do zamieszkania,53,2026-02-10
2026-02-07 22:36,"Wrocław, Kawalerka, Legnicka",2200,https://www.otodom.pl/pl/oferta/wroclaw-kawalerka-legnicka-ID4zXq2,,0,7,1,"ul. Legnicka, Wrocław",2007,brak,2200,do zamieszkania,34,2026-02-10
2026-02-07 22:36,Komfortowa kawalerka w Centrum! Możliwość odliczenia 23% VAT,2337,https://www.otodom.pl/pl/oferta/komfortowa-kawalerka-w-centrum-mozliwosc-odliczenia-23-vat-ID4zIMO,,500,5,1,"ul. Stefana Żeromskiego, Wrocław",2024,miejskie,3000,do zamieszkania,27,2026-02-10
2026-02-07 22:36,"Wrocław, ul. Skarbowców/Krzycka,2 pok. 45 m2, miejsce parkingowe",2700,https://www.otodom.pl/pl/oferta/wroclaw-ul-skarbowcow-krzycka-2-pok-45-m2-miejsce-parkingowe-ID4mdVz,,850,3,2,"ul. Skarbowców, Wrocław",2011,kotłownia,3500,do zamieszkania,45.4,2026-02-10
2026-02-07 22:37,Nowoczesne 3 pokojowe mieszkanie | 2 balkony,2800,https://www.otodom.pl/pl/oferta/nowoczesne-3-pokojowe-mieszkanie-2-balkony-ID4sU51,,450,2,3,Wrocław,brak,brak,3000,do zamieszkania,53,2026-02-10
2026-02-07 22:37,3 pokoje|rozkład|klimatyzacja|duży balkon,2800,https://www.otodom.pl/pl/oferta/3-pokoje-rozklad-klimatyzacja-duzy-balkon-ID4zXoR,,1100,2,3,"ul. Krynicka, Wrocław",brak,miejskie,brak,do zamieszkania,60,2026-02-10
2026-02-07 22:37,PL/RU Apartament 2 p. | Balkon | Klima | Garderoba | Centrum | Garaż,2750,https://www.otodom.pl/pl/oferta/pl-ru-apartament-2-p-balkon-klima-garderoba-centrum-garaz-ID4zXpf,,700,10,2,"ul. Legnicka, Wrocław",brak,miejskie,3300,do zamieszkania,40,2026-02-10
2026-02-07 22:37,Dla rodziny|miejsce postojowe|spokojna okolica,3100,https://www.otodom.pl/pl/oferta/dla-rodziny-miejsce-postojowe-spokojna-okolica-ID4zXoS,,720,1,3,"ul. Wietrzna, Wrocław",brak,inne,brak,do zamieszkania,70,2026-02-10
2026-02-07 22:38,Stylowe 2-pokojowe mieszkanie w Wrocławiu,4200,https://www.otodom.pl/hpr/pl/oferta/stylowe-2-pokojowe-mieszkanie-w-wroclawiu-ID4xCbi,,590,2,2,"pl. Solny, Wrocław",brak,miejskie,4300,do zamieszkania,48,2026-02-10
2026-02-07 22:38,Przytulne 2 pokojowe mieszkanie ul. Vivaldiego,2200,https://www.otodom.pl/pl/oferta/przytulne-2-pokojowe-mieszkanie-ul-vivaldiego-ID4tOWJ,,1000,0,2,Wrocław,brak,kotłownia,3500,do zamieszkania,51,2026-02-10
2026-02-07 22:38,"Mieszkanie w centrum, Idealna dla pary lub singla",2200,https://www.otodom.pl/pl/oferta/mieszkanie-w-centrum-idealna-dla-pary-lub-singla-ID4zXol,,499,4,1,"ul. Tadeusza Kościuszki, Wrocław",brak,miejskie,brak,brak,33,2026-02-10
2026-02-07 22:38,Przestronne 3 pokojowe mieszkanie z balkonem,2800,https://www.otodom.pl/pl/oferta/przestronne-3-pokojowe-mieszkanie-z-balkonem-ID4zKAo,,1200,4,3,"ul. Żmigrodzka, Wrocław",brak,miejskie,2800,do zamieszkania,60,2026-02-10
2026-02-07 22:39,2-pok mieszkanie 50m2 z ogródkami ul. Drabika,2900,https://www.otodom.pl/pl/oferta/2-pok-mieszkanie-50m2-z-ogrodkami-ul-drabika-ID4zXmN,,590,0,2,"Stanisława Drabika, Wrocław",2023,miejskie,brak,do zamieszkania,50,2026-02-10
2026-02-07 22:39,"Po remoncie, 2- pokojowe mieszkanie na wynajem Grabiszyn",3000,https://www.otodom.pl/pl/oferta/po-remoncie-2-pokojowe-mieszkanie-na-wynajem-grabiszyn-ID4zXm9,,650,1,2,"ul. Inżynierska, Wrocław",2016,brak,3000,brak,49,2026-02-10
2026-02-07 22:39,Wyjątkowy apartament 3-pok - Jana Pawła II,5500,https://www.otodom.pl/pl/oferta/wyjatkowy-apartament-3-pok-jana-pawla-ii-ID4zXm7,,0,4,3,Wrocław,brak,miejskie,brak,do zamieszkania,65,2026-02-10
2026-02-07 22:39,Wrocław kawalerka Krzyki Przedmieście Oławskie,2200,https://www.otodom.pl/pl/oferta/wroclaw-kawalerka-krzyki-przedmiescie-olawskie-ID4zX9p,,500,4,1,"ul. gen. Romualda Traugutta, Wrocław",1995,miejskie,2200,do zamieszkania,31,2026-02-10
2026-02-07 22:39,"Złotniki, ul. Małopolska, 2 pok. 40m2, garaż, garderoba",2400,https://www.otodom.pl/pl/oferta/zlotniki-ul-malopolska-2-pok-40m2-garaz-garderoba-ID4zXl0,,680,2,2,"ul. Małopolska, Wrocław",2016,miejskie,3500,do zamieszkania,40.2,2026-02-10
2026-02-07 22:39,Przestronne mieszkanie z tarasem Sky Tower,14000,https://www.otodom.pl/pl/oferta/przestronne-mieszkanie-z-tarasem-sky-tower-ID4yEqY,,3000,10,3,"ul. Szczęśliwa, Wrocław",2014,miejskie,brak,do zamieszkania,120,2026-02-10
2026-02-07 22:40,Wynajmę 3-pokojowe mieszkanie na Różance,3600,https://www.otodom.pl/pl/oferta/wynajme-3-pokojowe-mieszkanie-na-rozance-ID4nDje,,700,5,3,"ul. Chorwacka, Wrocław",2023,miejskie,5000,do zamieszkania,57,2026-02-10
2026-02-07 22:40,"Jaracza 2-pokoje, wysoki standard, klimatyzacja 49,5 m²",3000,https://www.otodom.pl/pl/oferta/jaracza-2-pokoje-wysoki-standard-klimatyzacja-49-5-m-ID4zjpj,,750,3,2,"ul. Stefana Jaracza, Wrocław",2015,miejskie,3200,do zamieszkania,50,2026-02-10
2026-02-07 22:40,PL_RU_3pokoje_Centrum_Braniborska_Garaż w cenie!_55 m²,4000,https://www.otodom.pl/pl/oferta/pl-ru-3pokoje-centrum-braniborska-garaz-w-cenie-55-m-ID4zXkp,,1300,5,3,"ul. Trzemeska, Wrocław",2021,miejskie,5000,do zamieszkania,55,2026-02-10
2026-02-07 22:40,Kawalerka/Kępa Miesczańska/Gotowe do zamieszkania,1900,https://www.otodom.pl/pl/oferta/kawalerka-kepa-miesczanska-gotowe-do-zamieszkania-ID4zXjo,,500,0,1,"ul. Romana Dmowskiego, Wrocław",2020,brak,0,do zamieszkania,19,2026-02-10
2026-02-07 22:41,Stabłowice /ul. Kokosowa /dobry standard,2400,https://www.otodom.pl/pl/oferta/stablowice-ul-kokosowa-dobry-standard-ID4zOh8,,550,3,2,Wrocław,2013,miejskie,2400,do zamieszkania,42,2026-02-10
2026-02-07 22:41,Głogowska/Rozkład/Media Miejskie/1 wynajem,2600,https://www.otodom.pl/pl/oferta/glogowska-rozklad-media-miejskie-1-wynajem-ID4zXig,,0,6,2,"ul. Głogowska, Wrocław",1985,miejskie,0,brak,40,2026-02-10
2026-02-07 22:41,Nowoczesne ciepłe 1-pokojowe mieszkanie z balkonem 30m ul. Wełniana,2100,https://www.otodom.pl/pl/oferta/nowoczesne-cieple-1-pokojowe-mieszkanie-z-balkonem-30m-ul-welniana-ID4zXgE,,500,1,1,"ul. Wełniana, Wrocław",2020,gazowe,2100,do zamieszkania,30,2026-02-10
2026-02-07 22:41,Wysoki standard |2 Pokoje | pierwszy najem od właściciela Jagodno 42m,3300,https://www.otodom.pl/pl/oferta/wysoki-standard-2-pokoje-pierwszy-najem-od-wlasciciela-jagodno-42m-ID4zXgg,,625,2,2,Wrocław,2021,miejskie,4000,do zamieszkania,42,2026-02-10
2026-02-07 22:41,Przyjemne mieszkanie Partynice/Wrocław-Wysoka z tarasem i ogródkiem,2900,https://www.otodom.pl/pl/oferta/przyjemne-mieszkanie-partynice-wroclaw-wysoka-z-tarasem-i-ogrodkiem-ID4kytI,,900,0,2,Wysoka,2008,miejskie,3800,do zamieszkania,46,2026-02-10
2026-02-07 22:41,Nowoczesne 3-pokojowe mieszkanie z balkonem,3200,https://www.otodom.pl/pl/oferta/nowoczesne-3-pokojowe-mieszkanie-z-balkonem-ID44vhM,,1000,1,3,"ul. Siostrzana, Wrocław",2011,miejskie,4000,do zamieszkania,55,2026-02-10
2026-02-07 22:42,Apartament|4 pokoje|taras|Port Popowice,6300,https://www.otodom.pl/pl/oferta/apartament-4-pokoje-taras-port-popowice-ID4zXf9,,873,3,4,"ul. Białowieska, Wrocław",2021,miejskie,8500,do zamieszkania,83,2026-02-10
2026-02-07 22:42,Wynajmę dwupoziomowe mieszkanie na Krzykach,4200,https://www.otodom.pl/pl/oferta/wynajme-dwupoziomowe-mieszkanie-na-krzykach-ID4zXdc,,1015,3,3,Wrocław,2016,miejskie,4200,do zamieszkania,75,2026-02-10
